report_id,source_id,source_name,source_document_title,source_link,source_publication_date,source_retrieved_at,disease_name,disease_type,country_or_territory,administrative_division_level_1,administrative_division_level_2,administrative_division_level_3,is_in_europe,species,cases,dead,killed,slaughtered,vaccinated,confirmation_date,status,relevance_level,relevance_rationale,severity_level,severity_rationale,reach_level,reach_rationale,has_consequences,consequences,control_measures,prevention_measures,research_references
padi_web:0FO97FXRJ6,padi_web,PADI-web,Compensatory measure for the recognition of the qualification of BIOLOGIST obtained abroad – July 2026 session,https://www.salute.gov.it/new/it/news-e-media/notizie/misura-compensativa-il-riconoscimento-della-qualifica-di-biologo-conseguita-6/,2026-05-25,2026-05-29T05:24:58.717867+00:00,Avian influenza,,,,,,,,,,,,,,,low,"The mention of Avian Influenza appears to be a keyword or category tag on a webpage regarding professional qualification recognition, not an outbreak report.",,,,,false,,,,[]
padi_web:SKELNA8PCI,padi_web,PADI-web,A cat died after feeding with bird flu: the court forced the manufacturer to pay $ 808 thousand,https://sud.ua/uk/news/abroad/361979-koshka-umerla-posle-korma-s-ptichim-grippom-sud-zastavil-proizvoditelya-zaplatit-808-tysyach,2026-05-24,2026-05-29T05:25:00.998956+00:00,Avian influenza,viral,United States,,,,false,cat,1,1,,,,,,low,The report concerns a legal case regarding a single pet death caused by contaminated food rather than an active epidemiological outbreak.,low,The incident is isolated to a single animal death linked to a specific commercial product.,local,The event is described as a specific legal case involving a single pet owner and a manufacturer.,true,"A court ordered a manufacturer to pay $808,000 in damages following the death of a cat from contaminated food.",,,[]
padi_web:361979-koshka-umerla-posle-korma-s-ptichim-grippom-sud-zastavil-proizvoditelya-zaplatit-808-tysyach,padi_web,PADI-web,Cat died after food with bird flu: the court forced the manufacturer to pay $ 808 thousand,https://sud.ua/ru/news/abroad/361979-koshka-umerla-posle-korma-s-ptichim-grippom-sud-zastavil-proizvoditelya-zaplatit-808-tysyach,2026-05-24,2026-05-28T19:51:35.136484+00:00,Avian influenza,viral,United States,,,,false,cats,,,,,,,ongoing,medium,"The report highlights the transmission of H5N1 to domestic pets via contaminated commercial raw pet food, posing a potential public health and animal safety concern.",medium,"The disease is fatal to the affected animals, and the report notes multiple deaths in domestic cats across several states.",national,The report mentions that 135 domestic cats in 22 states have contracted the virus.,true,"A court ordered a pet food manufacturer to pay $808,000 in damages to a cat owner following the death of his pet from contaminated food.",[],[],[]
padi_web:monsoon+approaching+be+cautious+about+lumpy+skin+disease+in+cattle+how+to+prepare+medicines+for+treatment-newsid-n713348034,padi_web,PADI-web,Monsoon approaching: Be cautious about lumpy skin disease in cattle; how to prepare medicines for treatment,https://m.dailyhunt.in/news/india/english/udayavani+english-epaper-udayaeng/monsoon+approaching+be+cautious+about+lumpy+skin+disease+in+cattle+how+to+prepare+medicines+for+treatment-newsid-n713348034,2026-05-24,2026-05-28T19:51:40.758970+00:00,Lumpy skin disease,viral,India,,,,false,cattle,,,,,,,,medium,The report warns of potential outbreaks in cattle due to the approaching monsoon season in India.,medium,The disease causes significant economic losses to dairy farmers through reduced milk production and cattle mortality.,regional,The report references past outbreaks across the state of Karnataka.,true,Heavy economic losses to dairy farmers due to reduced milk production and cattle deaths.,[],"[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Therefore, maintaining cleanliness in cowsheds and surrounding areas is extremely important."", ""text"": ""maintaining cleanliness in cowsheds and surrounding areas""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Farmers have been advised to ensure that water does not stagnate near cattle sheds"", ""text"": ""ensure that water does not stagnate near cattle sheds""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""regularly spray insecticides"", ""text"": ""regularly spray insecticides""}, {""prevention_type"": ""vaccination"", ""raw_evidence"": ""and vaccinate cattle as preventive measures."", ""text"": ""vaccinate cattle""}, {""prevention_type"": ""movement_control"", ""raw_evidence"": ""Infected cattle should be isolated from healthy animals to prevent further spread of the disease."", ""text"": ""isolate infected cattle from healthy animals""}]",[]
padi_web:nature-comms-dairy-cows-infected-with.html,padi_web,PADI-web,Nature Comms: Dairy cows infected with influenza A(H5N1) reveals low infectious dose and transmission barriers,https://afludiary.blogspot.com/2026/05/nature-comms-dairy-cows-infected-with.html,2026-05-24,2026-05-28T19:51:43.667400+00:00,Avian influenza,viral,United States,,,,true,dairy cows,1073,,,,,,ongoing,high,"The report discusses the ongoing, widespread H5N1 outbreak in dairy cattle and its potential for mammalian adaptation and public health risk.",medium,"While the virus causes severe disease and mortality in cattle under high-dose experimental conditions and has resulted in human deaths, its current impact on public health is described as minimal.",international,The outbreak is reported across the United States and has been noted in other regions including Europe.,false,,[],,[]
padi_web:ID-Eng-Dairy240526,padi_web,PADI-web,Avian Influenza: Low Viral Dose Can Infect Dairy Udder,https://www.poultrymed.com/ID-Eng-Dairy240526,2026-05-24,2026-05-28T19:51:44.685423+00:00,Avian influenza,viral,United States,,,,false,cows,,,,,,,,high,"The study identifies a low infectious dose for H5N1 in dairy cows, which has significant implications for transmission and public health.",high,"The infection causes severe necrotizing mastitis, systemic illness, and necessitates humane euthanasia in affected animals.",national,"The study addresses the circulation of H5N1 in cattle, which is a concern for the national dairy industry.",true,"The disease causes heavy economic and animal welfare burdens, including persistent milk production losses and animal death.",,[],[]
padi_web:alberta-avian-flu-outbreaks-bird-9.7207997,padi_web,PADI-web,Here's how Alberta zoos are protecting birds from avian flu,https://www.cbc.ca/news/canada/calgary/alberta-avian-flu-outbreaks-bird-9.7207997,2026-05-24,2026-05-28T19:51:48.887622+00:00,Avian influenza,zoonotic,Canada,,,,false,birds,,,,,,,ongoing,medium,"The report details multiple outbreaks of HPAI in commercial poultry and wildlife in Alberta, Canada, necessitating precautionary measures at zoos.",medium,"The disease is highly pathogenic and has caused outbreaks in domestic flocks and wildlife, with potential for zoonotic transmission as evidenced by human testing.",regional,"The outbreaks are concentrated within the province of Alberta, Canada.",true,"Zoos have implemented operational changes including closing aviaries, restricting public access, and requiring foot baths for guests.","[""surveillance"", ""monitoring"", ""foot baths"", ""closure of walk-in access to aviaries"", ""transferring birds indoors"", ""moving birds from public display"", ""housing birds in mesh-protected habitats""]","[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""However, the continued detections of HPAI in both wild and domestic birds in Canada is a strong reminder for anyone raising birds to remain vigilant of HPAI and ensure they have effective biosecurity measures in place."", ""text"": ""ensure effective biosecurity measures are in place""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""The Alberta government says people should avoid handling live or dead wild birds, and that anyone who comes across dead waterfowl or raptors should call 310-0000 to report it."", ""text"": ""avoid handling live or dead wild birds""}]",[]
padi_web:etats-unis-etude-demontre-premiere-fois-transmission-virus-h5n1-chat-lhomme-video,padi_web,PADI-web,"In the United States, a study demonstrates for the first time the transmission of the H5N1 virus from cats to humans (video)",https://wamiz.com/actu/198147/etats-unis-etude-demontre-premiere-fois-transmission-virus-h5n1-chat-lhomme-video,2026-05-24,2026-05-28T19:51:53.812874+00:00,H5N1,viral,United States,,,,false,cats,19,14,,,,,confirmed,high,The report documents the first instance of H5N1 transmission from a domestic animal (cat) to a human.,medium,"While the virus caused significant mortality in cats, the human case identified was asymptomatic.",local,The outbreak and subsequent study were focused on the Los Angeles area.,false,,[],"[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""The health recommendations for cat owners are not to give raw milk, raw meat or any raw food to your pet."", ""text"": ""Do not give raw milk, raw meat or any raw food to your pet.""}]",[]
padi_web:study-confirms-first-case-h5n1-bird-flu-transmission-from-cat-human-video,padi_web,PADI-web,US study confirms first case of H5N1 bird flu transmission from a cat to human (video),https://wamiz.co.uk/news/198179/study-confirms-first-case-h5n1-bird-flu-transmission-from-cat-human-video,2026-05-24,2026-05-28T19:51:54.738267+00:00,H5N1 bird flu,zoonotic,United States,,,,false,cats,19,14,,,,2025-05-07,confirmed,high,The report documents the first confirmed case of H5N1 transmission from a domestic cat to a human.,medium,"While the human case was asymptomatic, the virus caused high mortality in the affected cat population.",local,The outbreak and investigation were confined to the Los Angeles area.,false,,[],"[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""The health advice for cat owners is not to give their pets raw milk, raw meat, or any other raw food."", ""text"": ""Do not give pets raw milk, raw meat, or any other raw food.""}]",[]
padi_web:i-15-ii-pou-kratoun-ton-planiti-se-epitirisi-apo-ti-gripi-ton-ptinon-ke-ton-nipah-mechri-ton-empola-ke-tis-siopiles-pandimies-pou-metadidonte-meso-kounoupion,padi_web,PADI-web,The 15 viruses that keep the planet under surveillance,https://www.philenews.com/kipros/koinonia/article/1723357/i-15-ii-pou-kratoun-ton-planiti-se-epitirisi-apo-ti-gripi-ton-ptinon-ke-ton-nipah-mechri-ton-empola-ke-tis-siopiles-pandimies-pou-metadidonte-meso-kounoupion/,2026-05-24,2026-05-28T19:52:02.433546+00:00,H5N1,viral,,,,,,"birds, dairy cows, cats, marine mammals, humans",,,,,,,ongoing,high,The WHO considers H5N1 a priority virus worldwide due to its high mortality and potential to cause a new pandemic.,high,The virus has high mortality in confirmed human cases and is documented to be spreading to various mammal species.,international,The virus is circulating globally in animals and has been detected in multiple regions including Asia and the United States.,false,,,,[]
padi_web:vogelgrippe-erster-eisbaer-in-europa-infiziert-120198731,padi_web,PADI-web,Bird flu: First polar bear infected in Europe,https://www.heute.at/s/vogelgrippe-erster-eisbaer-in-europa-infiziert-120198731,2026-05-23,2026-05-28T19:52:14.051026+00:00,Avian influenza,viral,Norway,,,,true,polar bear,,1,,,,,confirmed,medium,The detection of H5N5 in a polar bear in Europe highlights the expanding host range of avian influenza in mammals.,medium,"The virus is causing mortality in multiple mammal species, including polar bears and walruses, indicating significant ecological impact.",regional,"The outbreak is currently affecting wildlife in the Svalbard archipelago, a specific region within Norway.",false,,[],[],[]
padi_web:iorv-inflammation-and-cardiac.html,padi_web,PADI-web,IORV: Inflammation and Cardiac Dysfunction in Hospitalized Patients With Influenza: The FluHeart Study,https://afludiary.blogspot.com/2026/05/iorv-inflammation-and-cardiac.html,2026-05-23,2026-05-28T19:52:21.997906+00:00,Influenza,viral,Denmark,,,,true,humans,241,,,,,,,low,The report describes a clinical study on the cardiovascular effects of influenza in hospitalized patients rather than an outbreak event.,low,The text discusses clinical findings in hospitalized patients and does not report an outbreak or unusual mortality.,local,The study was conducted in Denmark across three influenza seasons.,false,,,"[{""prevention_type"": ""vaccination"", ""raw_evidence"": ""A reminder that respiratory protection (vaccines, masks, good `flu hygiene',etc.) is also very likely heart protection."", ""text"": ""influenza vaccination""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""A reminder that respiratory protection (vaccines, masks, good `flu hygiene',etc.) is also very likely heart protection."", ""text"": ""masks""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""A reminder that respiratory protection (vaccines, masks, good `flu hygiene',etc.) is also very likely heart protection."", ""text"": ""good flu hygiene""}]",[]
padi_web:tierseuche--tierseuche-unter-kontrolle--auflagen-fuer-gefluegelhalter-weg-37434644.html,padi_web,PADI-web,Animal disease: Animal disease under control: Requirements for poultry farmers removed,https://www.stern.de/gesellschaft/regional/berlin-brandenburg/tierseuche--tierseuche-unter-kontrolle--auflagen-fuer-gefluegelhalter-weg-37434644.html,2026-05-23,2026-05-28T19:52:25.564258+00:00,Newcastle disease,viral,Germany,,,,true,poultry,,,,,,,ongoing,medium,The outbreak involved a significant scale of animal losses and required intensive veterinary control measures in a specific district.,high,"The authority described the event as an animal epidemic on an unprecedented scale, resulting in the culling of hundreds of thousands of animals.",regional,"The outbreak was concentrated in the Dahme-Spreewald district of Brandenburg, with additional impacts in the neighboring Oder-Spree district.",true,"The outbreak led to the culling of hundreds of thousands of poultry, the imposition of movement and housing restrictions, and the prohibition of poultry exhibitions.","[""obligation to keep poultry indoors"", ""prohibition of poultry exhibitions"", ""restriction zones"", ""surveillance zone""]","[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""All poultry farmers in the Dahme-Spreewald district should continue to comply with increased precautionary and hygiene measures."", ""text"": ""comply with increased precautionary and hygiene measures""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""For example, food, bedding and water should not be accessible to wild birds."", ""text"": ""ensure food, bedding and water are not accessible to wild birds""}, {""prevention_type"": ""vaccination"", ""raw_evidence"": ""In Germany, vaccination against Newcastle disease is compulsory."", ""text"": ""vaccination against Newcastle disease""}]",[]
padi_web:la-grippe-aviaire-detectee-chez-un-ours-polaire-dans-larctique,padi_web,PADI-web,Avian Influenza Detected in Arctic Polar Bear,https://www.especes-menacees.fr/la-grippe-aviaire-detectee-chez-un-ours-polaire-dans-larctique/,2026-05-23,2026-05-28T19:52:33.509626+00:00,Avian influenza,viral,Norway,,,,true,"polar bear, walrus",,2,,,,,confirmed,high,The detection of H5N5 avian influenza in a polar bear in the Arctic represents a significant cross-species transmission event in a vulnerable ecosystem.,high,"The virus caused the death of a polar bear and a walrus, indicating high pathogenicity in these mammals.",regional,"The outbreak is localized to the Svalbard archipelago, though it reflects a broader trend of the virus spreading to new regions.",true,The virus threatens the ecological stability of remote nature reserves and increases the risk of potential transmission to humans.,,[],[]
padi_web:92442,padi_web,PADI-web,Minnesota loses another flock to avian flu,https://agronews.com/us/en/news/agrosphere/2026-05-23/92442,2026-05-23,2026-05-28T19:52:43.959140+00:00,Highly pathogenic avian influenza,viral,United States,,,,false,poultry,,,66400,,,2026-05-20,confirmed,medium,"The outbreak involves commercial poultry operations in the United States, impacting agricultural production.",medium,"The loss of 66,400 birds in a single county indicates a significant impact on the affected commercial operations.",regional,"The outbreak is currently concentrated in specific counties within Minnesota, with limited cases reported in other states.",true,"Loss of 66,400 head of commercial poultry in Becker County, Minnesota.","[""depopulate affected flocks"", ""quarantine affected flocks""]","[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Calls to depopulate or quarantine affected flocks and to apply biosecurity measures are standard following confirmations"", ""text"": ""apply biosecurity measures""}]",[]
padi_web:814,padi_web,PADI-web,"Shiva temple, Hindu temple in Aluva, India",https://www.lokmattimes.com/topics/shiva-temple/page/814/,2026-05-23,2026-05-28T19:52:46.072688+00:00,Lumpy skin disease,,India,,,,false,,,,,,,,,low,The mention of Lumpy skin disease appears as a metadata tag or unrelated snippet in a news aggregator feed rather than a report on an active outbreak.,,,,,false,,,,[]
padi_web:68107,padi_web,PADI-web,Close Follow-up of Bird Flu and Pseudo-Plague in Amasya,https://www.merzifonbilgigazetesi.com/foto-galeri/gundem/amasyada-kus-gribi-ve-yalanci-vebaya-yakin-takip/68107,2026-05-23,2026-05-28T19:52:47.482448+00:00,Avian influenza and Newcastle disease,viral,Turkey,,,,false,poultry,,,,,,,,low,The report describes routine annual surveillance and screening studies rather than an active outbreak.,low,No cases of disease were reported; the activities described are preventive surveillance measures.,local,The activities are limited to the Amasya province.,false,,[],"[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""During the visits made by the teams, producers were informed about biosecurity measures, disease symptoms and protective practices."", ""text"": ""Informing producers about biosecurity measures, disease symptoms and protective practices""}]",[]
padi_web:vanzare-animale-fara-documente-sanitare-amenzi-dsvsa-medici-5750693,padi_web,PADI-web,"The mistake that costs Romanian householders 1,200 lei. DSVSA inspectors and veterinarians have started checks",https://www.libertatea.ro/stiri/vanzare-animale-fara-documente-sanitare-amenzi-dsvsa-medici-5750693,2026-05-23,2026-05-28T19:52:48.145214+00:00,Sheep and goat pox,viral,Romania,,,,true,sheep and goats,,,,,,,,medium,"The report highlights an alert for sheep and goat pox in neighboring counties, prompting preventive warnings in Satu Mare.",high,The disease is described as highly contagious with 50-70% mortality among lambs and potential for massive economic damage.,regional,"The alert is focused on specific counties in Romania (Bistrita-Nasaud, Mureș, and Satu Mare).",true,The disease causes massive economic damage and high mortality rates in lambs.,[],"[{""prevention_type"": ""surveillance"", ""raw_evidence"": ""Livestock breeders have a legal obligation to allow access to the shelters by authorised veterinarians and to ensure the containment (immobilization) of the animals so that they can be properly assessed."", ""text"": ""Allow access to shelters by authorised veterinarians and ensure containment of animals for health assessment.""}]",[]
padi_web:UNXHZN2FV7,padi_web,PADI-web,Proactively control and prevent African swine fever.,https://www.vietnam.vn/de/chu-dong-khong-che-ngan-chan-dich-ta-lon-chau-phi,2026-05-23,2026-05-29T05:26:21.276956+00:00,African swine fever,viral,Vietnam,,,,false,pigs,,,,,,,ongoing,medium,African swine fever is a highly contagious and economically significant disease for the pig industry.,high,The disease is highly lethal to pigs and requires strict control measures like culling and disinfection.,local,The report mentions specific community-level actions in Thanh Nua.,false,,"[""sprinkle lime powder in pits"", ""disposing of pigs infected with African swine fever""]",,[]
padi_web:gumushacikoyde-yagislar-baraj-ve-goletleri-doldurdu,padi_web,PADI-web,Rainfall filled dams and ponds in Gümüşhacıköy,https://www.objektifamasya.com/haber/28032578/gumushacikoyde-yagislar-baraj-ve-goletleri-doldurdu,2026-05-23,2026-05-28T19:52:53.087214+00:00,Avian influenza,,Turkey,,,,false,,,,,,,,,low,"The input text contains no information about an actual outbreak, only a mention of the disease in the metadata/snippet context.",,,,,false,,,,[]
padi_web:GJF32AKS9X,padi_web,PADI-web,Epidemic outbreak: Next German region establishes exclusion zone,https://www.karlsruhe-insider.de/news/seuchen-ausbruch-naechste-deutsche-region-richtet-sperrzone-ein-299122,2026-05-23,2026-05-29T05:26:26.310099+00:00,,,Germany,,,,true,,,,,,,,ongoing,medium,The report indicates an ongoing epidemic outbreak in a German region requiring the establishment of an exclusion zone.,medium,"The outbreak is described as a dangerous epidemic that continues to advance, necessitating official intervention.",regional,The report specifies that a region has established an exclusion zone to contain the outbreak.,true,Authorities have established an exclusion zone to control the spread of the epidemic.,"[""exclusion zone""]",,[]
padi_web:4YPT9CEMKA,padi_web,PADI-web,93rd General Session of the WOAH World Assembly of Delegates,https://www.dgav.pt/destaques/noticias/93-a-sessao-geral-da-assembleia-mundial-de-delegados-da-woah/,2026-05-23,2026-05-29T05:26:30.384889+00:00,Avian influenza,,France,,,,true,,,,,,,,,low,"The text mentions Avian Influenza only as a topic of discussion at a general assembly, not as an active outbreak report.",,,,,false,,,,[]
padi_web:kazahstan-poluchil-status-strany-svobodnoj-ot-yashhura,padi_web,PADI-web,Kazakhstan received the status of a country free of foot-and-mouth disease,https://paddock.pro/2026/05/22/kazahstan-poluchil-status-strany-svobodnoj-ot-yashhura/,2026-05-22,2026-05-28T19:53:09.684919+00:00,Foot-and-mouth disease,viral,Kazakhstan,,,,false,livestock,,,,,,2026-05-22,resolved,low,"The report confirms Kazakhstan's status as a country free of foot-and-mouth disease with vaccination, indicating the absence of an active outbreak.",low,"The country has achieved official disease-free status, reflecting successful control and veterinary management.",national,The status applies to the entire territory of Kazakhstan.,true,"The status is expected to strengthen Kazakhstan's international position, increase confidence from trade partners, and expand the export potential of livestock products.",[],"[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""As part of the preparation and assessment of the country's veterinary system, a set of veterinary preventive, monitoring, organizational and control measures was implemented aimed at ensuring epizootic well-being, increasing the efficiency of veterinary supervision and improving the biosafety system."", ""text"": ""veterinary preventive, monitoring, organizational and control measures""}]",[]
padi_web:comment-les-nouveaux-chapitres-revises-de-lomsa-assurent-un-meilleur-controle-de-linfluenza-aviaire,padi_web,PADI-web,How the new revised WOAH chapters ensure better control of avian influenza,https://www.woah.org/fr/article/comment-les-nouveaux-chapitres-revises-de-lomsa-assurent-un-meilleur-controle-de-linfluenza-aviaire/,2026-05-22,2026-05-28T19:53:11.942454+00:00,Avian influenza,zoonotic,,,,,,poultry,,,,,,,,low,The text is a general discussion of WOAH policy and biosafety standards rather than a report on a specific outbreak.,,,,,true,"Outbreaks impact poultry trade, cause loss of consumer confidence, and lead to market closures that disrupt food supply chains and foster unregulated black markets.","[""ban on overnight bird storage in markets"", ""days of sanitary closure"", ""separation of bird species in markets""]","[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Targeted, science-based and risk-based interventions, applied upstream in the supply chain as well as in cross-border bird movements, can make markets safer."", ""text"": ""Targeted, science-based and risk-based interventions applied upstream in the supply chain""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Pandemic prevention strategies should therefore target chicken farmers and transporters in countries where the virus is endemic, in order to reduce the number of infected poultry introduced into markets."", ""text"": ""Interventions targeting chicken farmers and transporters""}]",[]
padi_web:egg-prices-fall-due-to-oversupply-after-bird-flu-shortages.html,padi_web,PADI-web,Egg prices fall due to oversupply after bird flu shortages,https://www.cnbc.com/amp/2026/05/22/egg-prices-fall-due-to-oversupply-after-bird-flu-shortages.html,2026-05-22,2026-05-28T19:53:14.870010+00:00,Avian influenza,viral,United States,,,,false,birds,,,,,,,resolved,low,"The report discusses the economic aftermath of a past avian influenza outbreak rather than an active, ongoing disease event.",low,The text describes a market recovery and oversupply situation following previous flock losses.,national,The report discusses the egg market across the United States.,true,"The avian influenza outbreak caused significant egg shortages and price spikes in the previous year, followed by a current market oversupply and pressure on producer profit margins.",,[],[]
padi_web:kazahstan-poluchil-status-edinstvennoy-strani-v-tsa-svobodnoy-ot-yashura,padi_web,PADI-web,Kazakhstan received the status of the only country in Central Asia free of foot-and-mouth disease,https://qumash.kz/news/kazahstan-poluchil-status-edinstvennoy-strani-v-tsa-svobodnoy-ot-yashura/,2026-05-22,2026-05-28T19:53:16.322121+00:00,Foot-and-mouth disease,viral,Kazakhstan,,,,false,cloven-hoofed animals,,,,,,,resolved,low,"The report confirms Kazakhstan has achieved disease-free status, meaning there is no active outbreak.",low,The country is officially recognized as free of the disease.,national,The status applies to the entire country of Kazakhstan.,true,The disease-free status allows for the expansion of export opportunities and the opening of new foreign markets for domestic products.,[],,[]
padi_web:ecdc-ebola-threat-assessment-brief.html,padi_web,PADI-web,ECDC Ebola Threat Assessment Brief,https://afludiary.blogspot.com/2026/05/ecdc-ebola-threat-assessment-brief.html,2026-05-22,2026-05-28T19:53:24.360914+00:00,Ebola disease,viral,"Democratic Republic of the Congo, Uganda",,,,false,humans,600,139,,,,2026-05-15,ongoing,high,The WHO has declared a Public Health Emergency of International Concern regarding this outbreak.,high,Bundibugyo virus can cause outbreaks with high case fatality rates.,international,The outbreak involves multiple countries and has been declared a Public Health Emergency of International Concern by the WHO.,true,Declaration of a Public Health Emergency of International Concern by the WHO and a Public Health Emergency of Continental Security by the Africa CDC.,"[""isolation"", ""contact tracing"", ""quarantine"", ""exit screening""]","[{""prevention_type"": ""surveillance"", ""raw_evidence"": ""Increase awareness among travellers to, and residents of affected areas, as well as returning travellers"", ""text"": ""Increase awareness among travellers and residents of affected areas""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""Increase awareness among health professionals on: (i) the possibility of BDBV disease in travellers returning from affected areas; (ii) the clinical presentation of the disease and the need to ask about the travel history and contacts of people returning from affected areas"", ""text"": ""Increase awareness among health professionals regarding clinical presentation and travel history""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Strengthen readiness to rapidly detect imported cases, promptly isolate them, and implement appropriate infection prevention and control measures."", ""text"": ""Strengthen readiness to rapidly detect, isolate, and implement infection prevention and control measures""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""Review testing capacity and BDBV diagnostic procedures."", ""text"": ""Review testing capacity and diagnostic procedures""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Minimise exposure in healthcare settings requires appropriate procedures, trained staff, and equipment for the safe management of BDBV cases."", ""text"": ""Minimise exposure in healthcare settings through appropriate procedures, trained staff, and equipment""}, {""prevention_type"": ""movement_control"", ""raw_evidence"": ""travellers who develop symptoms compatible with BDBV infection within 21 days after return should self-isolate, seek medical care promptly, and report their travel history and possible exposures."", ""text"": ""Self-isolation and seeking medical care for returning travellers who develop symptoms within 21 days""}]",[]
padi_web:6KIIKU31TO,padi_web,PADI-web,"Fines for some Romanians who live in the countryside. Households with animals are checked. Who will pay 1,200 lei",https://www.capital.ro/amenzi-pentru-unii-romani-care-stau-la-tara-se-verifica-gospodariile-cu-animale-cine-va-achita-1-200-de-lei.html,2026-05-22,2026-05-29T05:27:05.947483+00:00,Avian influenza,viral,Romania,,,,true,poultry,,,,,,,ongoing,medium,The report mentions veterinary checks and fines related to animal households in the context of avian influenza in Romania.,low,The report focuses on administrative fines and household checks rather than large-scale mortality or widespread outbreaks.,local,"The checks are being conducted by the DSVSA Satu Mare, indicating a local or regional scope.",true,"Households with animals are being checked and owners face fines of 1,200 lei.","[""household checks""]",,[]
padi_web:how-woahs-new-and-revised-chapters-ensure-better-control-of-avian-influenza,padi_web,PADI-web,How WOAH's new and revised chapters ensure better control of avian influenza,https://www.woah.org/en/article/how-woahs-new-and-revised-chapters-ensure-better-control-of-avian-influenza/,2026-05-22,2026-05-28T19:53:37.427018+00:00,Avian influenza,zoonotic,,,,,,poultry,,,,,,,,low,"The text is a general policy and standards discussion document from the WOAH rather than a report of a specific, active outbreak.",,,,,true,"Outbreaks affect poultry trade, cause loss of consumer confidence, and can lead to the closure of wet markets, which stalls trade and food supply chains.","[""banning the storage of birds overnight in markets"", ""enforcing market ‘rest days’"", ""separating bird species in markets""]","[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Yet, regardless of where they are sourced, it is important to always implement effective biosecurity from the farm of origin to the market."", ""text"": ""implement effective biosecurity from the farm of origin to the market""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""One Health solutions could include infrastructure improvements, regular cleaning and “rest days” to interrupt viral circulation, vendor-centric training programmes on hygiene and infection prevention, monitoring and certification systems that reward compliance rather than penalise trade."", ""text"": ""infrastructure improvements""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""One Health solutions could include infrastructure improvements, regular cleaning and “rest days” to interrupt viral circulation, vendor-centric training programmes on hygiene and infection prevention, monitoring and certification systems that reward compliance rather than penalise trade."", ""text"": ""regular cleaning""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""One Health solutions could include infrastructure improvements, regular cleaning and “rest days” to interrupt viral circulation, vendor-centric training programmes on hygiene and infection prevention, monitoring and certification systems that reward compliance rather than penalise trade."", ""text"": ""vendor-centric training programmes on hygiene and infection prevention""}]",[]
padi_web:what-to-know-about-the-current-state-of-bird-flu-in-the-u-s-a-conversation-with-shawn-gibbs,padi_web,PADI-web,What to Know About the Current State of Bird Flu in the U.S.: A Conversation with -----------,https://www.nationalacademies.org/news/what-to-know-about-the-current-state-of-bird-flu-in-the-u-s-a-conversation-with-shawn-gibbs,2026-05-22,2026-05-28T19:53:38.142847+00:00,H5N1,zoonotic,United States,,,,false,"dairy cows, poultry, rodents, cats, humans",,,,,,,ongoing,high,The virus is currently circulating in dairy cows and bird flocks across the U.S. with potential for human transmission and mutation.,medium,"While human cases have been mild, the virus poses a risk of mutation and potential for more severe health impacts if it spreads to the general population.",national,The report describes outbreaks occurring in dairy cows and bird flocks all around the country.,true,"Economic impact on farm workers due to potential loss of income and productivity, and concerns regarding national security and food supply stability.","[""isolate and prevent exposure in dairy facilities"", ""treat dairy cows"", ""depopulate poultry flocks""]","[{""prevention_type"": ""biosecurity"", ""raw_evidence"": ""Farm workers can protect themselves with personal protective equipment (PPE) such as masks, gloves, and goggles."", ""text"": ""Use of personal protective equipment (PPE) such as masks, gloves, and goggles""}, {""prevention_type"": ""biosecurity"", ""raw_evidence"": ""We need to facilitate innovation around PPE."", ""text"": ""Innovation and development of more comfortable, cost-effective PPE""}, {""prevention_type"": ""surveillance"", ""raw_evidence"": ""Public health organizations across the country need to prioritize building trust within these communities and partnering with organizations such as agriculture extension"", ""text"": ""Building trust between public health organizations and farm communities to improve reporting""}]",[]
