"Reference";"National reference";"Country/Territory";"Typ";"Disease name";"Disease type";"Epidemiological unit";"Submitted on";"Modified on";"Administrative division level 1";"Administrative division level 2";"Administrative division level 3";"Outbreak occurring inside an already restricted zone";"Latitude";"Longitude";"Approximate location";"Location";"Wildlife type 1";"Production Type 1";"Water type 1";"Production system 1";"Measuring unit 1";"Susceptible 1";"Cases 1";"Dead 1";"Killed 1";"Slaughtered 1";"Vaccinated 1";"Outbreak year";"Suspicion/Start date";"Confirmation date";"End date";"Status Continuing/Resolved";"Suspicion";"Clinical signs";"Diagnostic tests";"Necropsy";"Category 1";"Subcategory 1";"Test name 1";"Test type 1";"Laboratory type 1";"Species 1";"Result date 1";"Result type 1";"Pertinence"
"DE-ASF-2026-sy2gy";"26-011-q776a";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-12";"2026-05-12";"Sachsen";"Görlitz";"Reichenbach/O.L.";"true";"51,1500000000000";"14,779999999999999";"true";"Reichenbach/O.L.";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-05-06";"2026-05-11";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-05-11";"Positive";"EU and WOAH"
"DE-ASF-2026-cdppz";"26-011-fezo9";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-12";"2026-05-12";"Sachsen";"Görlitz";"Reichenbach/O.L.";"true";"51,1700000000000";"14,820000000000000";"true";"Reichenbach/O.L.";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-05-06";"2026-05-11";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-05-11";"Positive";"EU and WOAH"
"DE-ASF-2026-xmkg2";"26-011-1jw5o";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-12";"2026-05-12";"Sachsen";"Görlitz";"Markersdorf";"true";"51,1500000000000";"14,850000000000000";"true";"Markersdorf";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-05-07";"2026-05-11";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-05-11";"Positive";"EU and WOAH"
"DE-ASF-2026-ox2zv";"26-011-d0p19";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-12";"2026-05-12";"Sachsen";"Görlitz";"Markersdorf";"true";"51,1500000000000";"14,850000000000000";"true";"Markersdorf";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-05-07";"2026-05-11";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-05-11";"Positive";"EU and WOAH"
"DE-ASF-2026-l7gko";"26-011-utp8z";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-12";"2026-05-12";"Sachsen";"Görlitz";"Markersdorf";"true";"51,1500000000000";"14,850000000000000";"true";"Markersdorf";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-05-07";"2026-05-11";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-05-11";"Positive";"EU and WOAH"
"DE-ASF-2026-ucrj1";"26-011-0v8y3";"Deutschland";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-12";"2026-05-12";"Sachsen";"Görlitz";"Markersdorf";"true";"51,1500000000000";"14,850000000000000";"true";"Markersdorf";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";"0";"0";"0";"2026";"2026-05-07";"2026-05-11";NaN;"Continuing";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Regional Reference Laboratory";"Sus scrofa";"2026-05-11";"Positive";"EU and WOAH"
"RO-ASF-2026-59l6s";NaN;"Rumänien";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-12";"2026-05-12";"Maramureș";"Baia Sprie";NaN;"true";"47,7100052789261";"23,663515655083060";"false";"Baia Sprie";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-11";"2026-05-11";"2026-05-11";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-11";"Positive";"EU and WOAH"
"BE-HPAI(NON-P)-2026-ld1g7";"128-lrfvc";"Belgien";"Primary";"HPAI(NON-P) in Wild Birds";"H5N1";"Other";"2026-05-12";"2026-05-12";"Wallonie";"Hainaut";"Thuin";"false";"50,1741055630765";"4,341442066272780";"false";"Froidchapelle";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-01-19";"2026-05-11";"2026-05-11";"Resolved";"false";"false";"true";"true";"Pathogen detection";"Genotyping";"Gene sequencing";"Laboratory";"National Reference Laboratory";"Larus argentatus";"2026-05-11";"Positive";"EU and WOAH"
"TR-CAPRIPOX-2026-8v3ei";NaN;"Türkei";"Primary";"Sheep pox and goat pox";NaN;NaN;"2026-05-12";"2026-05-12";"TRABZON";"AKÇAABAT";NaN;"false";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"Tiere";NaN;"1";NaN;NaN;NaN;NaN;"2026";"2026-05-08";"2026-05-11";"N/A";"Continuing";"false";"true";"true";"false";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"EU"
"PL-ND.NON-P-2026-iv5pc";"56/2026/NDC-6hjov";"Polen";"Primary";"Newcastle disease virus in non-poultry for AHL";NaN;NaN;"2026-05-12";"2026-05-12";"Kujawsko-Pomorskie";"Brodnica";"Świedziebnia";"false";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"Tiere";"13";"13";"2";"11";NaN;NaN;"2026";"2026-05-08";"2026-05-11";"N/A";"Continuing";"false";"true";"true";"false";"Pathogen detection";"Genotyping";"Gene sequencing";"Laboratory";"National Reference Laboratory";"Birds";"2026-05-11";"Positive";"EU"
"RO-ASF-2026-zblar";NaN;"Rumänien";"Primary";"A.S.F. in wild boar";NaN;"Forest";"2026-05-12";"2026-05-12";"Bacău";"Motoseni";NaN;"true";"46,3093088360162";"27,473470562816367";"false";"Motoseni";"Wild";NaN;NaN;NaN;"Tiere";NaN;"3";"3";NaN;NaN;NaN;"2026";"2026-05-08";"2026-05-11";"2026-05-11";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-11";"Positive";"EU and WOAH"
"HU-EIA-2026-2ejnu";"ÁDI/2026/0038443-fb3x5";"Ungarn";"Primary";"Equine infectious anaemia";NaN;"Farm";"2026-05-11";"2026-05-11";"Bács-Kiskun";"Kiskunhalas";NaN;NaN;"46,4205696917878";"19,415703247997143";"false";"Kiskunhalas";NaN;NaN;NaN;NaN;"Tiere";"12";"1";NaN;NaN;NaN;NaN;"2026";"2026-04-15";"2026-05-11";NaN;"Continuing";"false";"false";"true";"false";"Antibody detection";"Antibody detection tests";"Enzyme-linked immunosorbent assay (ELISA)";"Laboratory";"Local laboratory";"Equidae (dom)";"2026-05-11";"Positive";"EU and WOAH"
"SK-ASF-2026-iapz4";NaN;"Slowakei (Slowakische Republik)";"Primary";"A.S.F. in wild boar";NaN;NaN;"2026-05-11";"2026-05-11";"Banskobystrický";"Rimavská Sobota";NaN;"true";NaN;NaN;NaN;NaN;"Wild";NaN;NaN;NaN;"Tiere";"1";NaN;NaN;"1";NaN;NaN;"2026";"2026-05-06";"2026-05-11";"N/A";"Continuing";"false";"false";"true";"false";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"EU"
"SK-ASF-2026-y9a8l";NaN;"Slowakei (Slowakische Republik)";"Primary";"A.S.F. in wild boar";NaN;NaN;"2026-05-11";"2026-05-11";"Banskobystrický";"Žarnovica";NaN;"true";NaN;NaN;NaN;NaN;"Wild";NaN;NaN;NaN;"Tiere";"1";NaN;"1";NaN;NaN;NaN;"2026";"2026-05-06";"2026-05-11";"N/A";"Continuing";"false";"false";"true";"false";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"EU"
"SK-ASF-2026-xr7s5";NaN;"Slowakei (Slowakische Republik)";"Primary";"A.S.F. in wild boar";NaN;NaN;"2026-05-11";"2026-05-11";"Trenčiansky";"Prievidza";NaN;"true";NaN;NaN;NaN;NaN;"Wild";NaN;NaN;NaN;"Tiere";"1";NaN;NaN;"1";NaN;NaN;"2026";"2026-05-06";"2026-05-11";"N/A";"Continuing";"false";"false";"true";"false";NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;"EU"
"PL-ASF-2026-3fpzl";"2026/1211-r8sup";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Świętokrzyskie";"Starachowice";"Brody";"true";"51,0611376485406";"21,339765892741934";"false";"Brody";"Wild";NaN;NaN;NaN;"Tiere";NaN;"6";"6";NaN;NaN;NaN;"2026";"2026-05-07";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-lz31r";"2026/1202-xa8k3";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Grudziądz";"Grudziądz (rural)";"true";"53,3898798341396";"18,806774296199801";"false";"Grudziądz (rural)";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-05";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-yvcph";"2026/1201-lzlgo";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Grudziądz";"Gruta";"true";"53,4612449809392";"18,913689805788742";"false";"Gruta";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-05";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-813sx";"2026/1200-2vlce";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Grudziądz (City)";"Grudziądz";"true";"53,4379660698101";"18,782940173118842";"false";"Grudziądz";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-05";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-vx8uj";"2026/1199-7q6l6";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Bydgoszcz";"Dąbrowa Chełmińska";"true";"53,1890500952663";"18,265358167016611";"false";"Dąbrowa Chełmińska";"Wild";NaN;NaN;NaN;"Tiere";NaN;"3";"3";NaN;NaN;NaN;"2026";"2026-05-04";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-1iciw";"2026/1198-qmmns";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Grudziądz";"Grudziądz (rural)";"true";"53,3735662582379";"18,750426558622376";"false";"Grudziądz (rural)";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-04";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-uavg5";"2026/1197-y39x9";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Grudziądz";"Grudziądz (rural)";"true";"53,4178295058477";"18,815813416864621";"false";"Grudziądz (rural)";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-04";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-2dbpd";"2026/1196-jpedi";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Grudziądz";"Grudziądz (rural)";"true";"53,3926488394632";"18,775219130094690";"false";"Grudziądz (rural)";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-04";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-bjsp4";"2026/1195-74q84";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Świecie";"Świecie";"true";"53,4302728102022";"18,364700473495422";"false";"Świecie";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-04";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-s7ew2";"2026/1194-dnc3j";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Wąbrzeźno";"Płużnica";"true";"53,3484627447048";"18,790600819915554";"false";"Płużnica";"Wild";NaN;NaN;NaN;"Tiere";NaN;"3";"3";NaN;NaN;NaN;"2026";"2026-05-03";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-yupu1";"2026/1193-i7p99";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Bydgoszcz";"Dąbrowa Chełmińska";"true";"53,1936522335702";"18,294008025519297";"false";"Dąbrowa Chełmińska";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-03";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-04uej";"2026/1192-cdgvq";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Grudziądz (City)";"Grudziądz";"true";"53,4610554177040";"18,760940167704149";"false";"Grudziądz";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-02";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-qe4bc";"2026/1191-cxpmy";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Wąbrzeźno";"Płużnica";"true";"53,3944330190328";"18,792924631485725";"false";"Płużnica";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-01";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-01ees";"2026/1190-w5q7a";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Grudziądz";"Radzyń Chełmiński";"true";"53,3922374976001";"18,967588390629349";"false";"Radzyń Chełmiński";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-01";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-bphoz";"2026/1189-2ccll";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Grudziądz";"Grudziądz (rural)";"true";"53,3866727475542";"18,829892843074994";"false";"Grudziądz (rural)";"Wild";NaN;NaN;NaN;"Tiere";NaN;"2";"2";NaN;NaN;NaN;"2026";"2026-05-01";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-icarr";"2026/1188-1ii9p";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Grudziądz (City)";"Grudziądz";"true";"53,4340700747996";"18,789868645004930";"false";"Grudziądz";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-29";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-p16o5";"2026/1187-t3fik";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Kujawsko-Pomorskie";"Świecie";"Drzycim";"true";"53,5499441946921";"18,375902206463181";"false";"Drzycim";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-04-29";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-etd0z";"2026/1186-20fdr";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Łódzkie";"Piotrków";"Rozprza";"true";"51,3225707631400";"19,614529462266162";"false";"Rozprza";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-10";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-z0br9";"2026/1185-7mrpj";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Łódzkie";"Piotrków";"Wola Krzysztoporska";"true";"51,3285824846807";"19,598566813971431";"false";"Wola Krzysztoporska";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-10";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-n4s9o";"2026/1184-1x6j2";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Łódzkie";"Piotrków";"Wola Krzysztoporska";"true";"51,3459333694680";"19,589951356242150";"false";"Wola Krzysztoporska";"Wild";NaN;NaN;NaN;"Tiere";NaN;"2";"2";NaN;NaN;NaN;"2026";"2026-05-10";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-wkmrc";"2026/1183-ci3sj";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Łódzkie";"Piotrków";"Wola Krzysztoporska";"true";"51,3299197792313";"19,588877142968265";"false";"Wola Krzysztoporska";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-10";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-vu12a";"2026/1182-9e9dm";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Łódzkie";"Opoczno";"Opoczno";"true";"51,3433294442132";"20,314245477303071";"false";"Opoczno";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";NaN;"1";NaN;NaN;"2026";"2026-05-08";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-bik6n";"2026/1179-90au1";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Podkarpackie";"Rzeszów";"Chmielnik";"true";"49,9670875080447";"22,178591920249310";"false";"Chmielnik";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-12";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-1a16w";"2026/1178-dal16";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Podkarpackie";"Rzeszów";"Hyżne";"true";"49,9485591078211";"22,174018071688920";"false";"Hyżne";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-11";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-5t2x1";"2026/1177-aguv8";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Podkarpackie";"Rzeszów";"Tyczyn";"true";"49,9777516770030";"22,096821292769835";"false";"Tyczyn";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-11";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-obe3b";"2026/1176-ctha8";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Podkarpackie";"Przemyśl";"Dubiecko";"true";"49,8415649976453";"22,339339118676484";"false";"Dubiecko";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-08";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-m75qu";"2026/1175-0kfur";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Podkarpackie";"Przeworsk";"Jawornik Polski";"true";"49,8851831536166";"22,283185356235801";"false";"Jawornik Polski";"Wild";NaN;NaN;NaN;"Tiere";NaN;"1";"1";NaN;NaN;NaN;"2026";"2026-05-11";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
"PL-ASF-2026-iwoqh";"2026/1174-3fn35";"Polen";"Secondary";"A.S.F. in wild boar";NaN;"Not applicable";"2026-05-18";"2026-05-18";"Podkarpackie";"Przeworsk";"Jawornik Polski";"true";"49,9398195483201";"22,279576420640574";"false";"Jawornik Polski";"Wild";NaN;NaN;NaN;"Tiere";NaN;"2";"2";NaN;NaN;NaN;"2026";"2026-05-08";"2026-05-12";"2026-05-12";"Resolved";"false";"false";"true";"false";"Pathogen detection";"Nucleic acid detection";"Real-time polymerase chain reaction (real-time PCR)";"Laboratory";"Local laboratory";"Sus scrofa";"2026-05-12";"Positive";"EU and WOAH"
