"country";"eventId";"reportId";"disease";"subType";"eventStartDate";"reason";"reportStatus";"submissionDate";"reportNumber"
"Ukraine";"5908-eisvr";"170008-uui7n";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"23.9.2024";"Recurrence of an eradicated disease";"Validated";"28.10.2024";"FUR_1"
"Norway";"5807-ve9ku";"170004-rkpxx";"Pathogenic rabbit lagoviruses (Inf. with) (Rabbit haemorrhagic disease)";"RHDV2";"8.8.2024";"Recurrence of an eradicated disease";"Validated";"28.10.2024";"FUR_8"
"United Kingdom";"5268-jpdzb";"169973-w6psl";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"5.10.2023";"Recurrence of an eradicated disease";"Validated";"25.10.2024";"FUR_55"
"Croatia";"5101-7fod9";"168872-e7ems";"African swine fever virus (Inf. with)";NaN;"23.6.2023";"First occurrence in the country";"Validated";"23.10.2024";"FUR_39"
"Romania";"3949-vgbnl";"169894-8xg5i";"African swine fever virus (Inf. with)";NaN;"10.9.2021";"Recurrence of an eradicated disease";"Validated";"23.10.2024";"FUR_95"
"Portugal";"5363-i3d90";"164137-27tkm";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"18.11.2023";"Recurrence of an eradicated disease";"Validated";"22.10.2024";"IN"
"United Kingdom";"5965-6lo6k";"169856-kyjt2";"Infectious salmon anaemia virus (Inf. with) (HPR-deleted or HPR0 genotypes)";"HPR0";"10.10.2024";"Recurrence";"Validated";"18.10.2024";"IN"
"United Kingdom";"5277-3egzk";"169843-ag2b7";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N5";"25.9.2023";"Recurrence of an eradicated strain";"Validated";"18.10.2024";"FUR_53"
"United Kingdom";"4525-84si5";"169841-ihg9r";"Taylorella equigenitalis (Inf. with) (Contagious equine metritis)";NaN;"27.6.2022";"Recurrence of an eradicated disease";"Validated";"18.10.2024";"FUR_118"
"Ukraine";"5830-x5gqv";"169828-ek8q6";"African swine fever virus (Inf. with)";NaN;"19.8.2024";"Recurrence of an eradicated disease";"Validated";"17.10.2024";"FUR_1"
"Ukraine";"5710-yv3sm";"169821-f5i67";"African swine fever virus (Inf. with)";NaN;"9.6.2024";"Recurrence of an eradicated disease";"Validated";"17.10.2024";"FUR_1"
"Ukraine";"5606-r6xvb";"169820-wgi3i";"African swine fever virus (Inf. with)";NaN;"15.3.2024";"Recurrence of an eradicated disease";"Validated";"17.10.2024";"FUR_7"
"Ukraine";"5746-xspo4";"169817-3mb5j";"African swine fever virus (Inf. with)";NaN;"1.7.2024";"Recurrence of an eradicated disease";"Validated";"17.10.2024";"FUR_7"
"Estonia";"5598-4yi1x";"169772-tn6t6";"Porcine reproductive and respiratory syndrome virus (Inf. with)";NaN;"23.2.2024";"Recurrence of an eradicated disease";"Validated";"15.10.2024";"FUR_7"
"Slovenia";"5549-ph0ou";"169770-z2p9t";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"3.2.2024";"Recurrence of an eradicated disease";"Validated";"15.10.2024";"FUR_5"
"Norway";"4624-krtm1";"169753-jnqdz";"Paenibacillus larvae (Inf. of honey bees with) (American foulbrood)";NaN;"16.9.2022";"Recurrence of an eradicated disease";"Validated";"14.10.2024";"FUR_33"
"Romania";"3054-68zcp";"169635-szgl1";"African swine fever virus (Inf. with)";NaN;"6.10.2019";"First occurrence in a zone or a compartment";"Validated";"14.10.2024";"FUR_237"
"Netherlands";"5946-c6j1r";"169734-yuyq2";"Bluetongue virus (Inf. with)";"12";"3.10.2024";"New strain in the country";"Validated";"11.10.2024";"IN"
"Croatia";"5900-6tmt7";"169652-xh0uz";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"5.9.2024";"First occurrence in a zone or a compartment";"Validated";"8.10.2024";"FUR_1"
"Ukraine";"5816-ok1d0";"169575-kt6ac";"African swine fever virus (Inf. with)";NaN;"13.8.2024";"Recurrence of an eradicated disease";"Validated";"3.10.2024";"FUR_1"
"Poland";"5834-ogl8q";"169548-06jgq";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"21.8.2024";"Recurrence of an eradicated disease";"Validated";"1.10.2024";"FUR_1"
"Serbia";"5261-kjp8d";"169529-aeh6l";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"5.10.2023";"Recurrence of an eradicated disease";"Validated";"1.10.2024";"FUR_5"
"Sweden";"5871-9unp0";"169510-y8ay3";"Bluetongue virus (Inf. with)";"3";"4.9.2024";"Recurrence of an eradicated disease";"Validated";"1.10.2024";"FUR_2"
"Italy";"5885-6q5sg";"169440-ht4fr";"Bluetongue virus (Inf. with)";"8";"19.7.2024";"Recurrence of an eradicated strain";"Validated";"25.9.2024";"FUR_1"
"Sweden";"5216-k4nhd";"169361-1lfj2";"African swine fever virus (Inf. with)";NaN;"27.8.2023";"First occurrence in the country";"Validated";"20.9.2024";"FUR_58"
"Denmark";"5804-v75qc";"169180-plswo";"Bluetongue virus (Inf. with)";"3";"27.7.2024";"New strain in the country";"Validated";"16.9.2024";"FUR_4"
"Denmark";"5821-9n24v";"169250-77tdx";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"12.8.2024";"Recurrence of an eradicated strain";"Validated";"16.9.2024";"FUR_2"
"Denmark";"5865-s7f5x";"169249-f5swp";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"8.9.2024";"Recurrence of an eradicated disease";"Validated";"16.9.2024";"FUR_1"
"Netherlands";"5215-0wuf6";"169175-0hs9p";"Bluetongue virus (Inf. with)";"3";"5.9.2023";"Recurrence of an eradicated disease";"Validated";"11.9.2024";"FUR_6"
"Germany";"5031-ujstg";"169133-hn1uq";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"1.4.2022";"Unusual host species";"Validated";"10.9.2024";"FUR_5"
"Russia";"4837-165iq";"169130-8pyy4";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"5.1.2023";"Recurrence of an eradicated disease";"Validated";"10.9.2024";"FUR_5"
"Latvia";"5640-wfs4x";"169116-cfyxa";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"2.4.2024";"Recurrence of an eradicated disease";"Validated";"9.9.2024";"FUR_18"
"Ukraine";"5732-o0umw";"169085-tp42k";"African swine fever virus (Inf. with)";NaN;"25.6.2024";"Recurrence of an eradicated disease";"Validated";"6.9.2024";"FUR_1"
"Estonia";"5855-o11i5";"169065-h6aqe";"Coxiella burnetii (Inf. with) (Q fever)";NaN;"23.10.2023";"First occurrence in the country";"Validated";"5.9.2024";"IN"
"Faeroe Islands";"5694-4kuuv";"169067-n9v5r";"Infectious salmon anaemia virus (Inf. with) (HPR-deleted or HPR0 genotypes)";"HPR-deleted";"27.5.2024";"Recurrence";"Validated";"5.9.2024";"FUR_9"
"Bulgaria";"5848-ffusd";"169058-te9sr";"Sheep pox and goat pox";NaN;"2.9.2024";"First occurrence in a zone or a compartment";"Validated";"5.9.2024";"FUR_1"
"Ukraine";"5721-gqosx";"168960-90s1y";"African swine fever virus (Inf. with)";NaN;"18.6.2024";"Recurrence of an eradicated disease";"Validated";"29.8.2024";"FUR_1"
"United Kingdom";"5667-9b5ue";"168918-ocivb";"Bovine spongiform encephalopathy";NaN;"26.4.2024";"Recurrence of an eradicated disease";"Validated";"27.8.2024";"FUR_16"
"United Kingdom";"5330-pi7uj";"168917-vjlei";"Bluetongue virus (Inf. with)";"3";"2.11.2023";"New strain in the country";"Validated";"27.8.2024";"FUR_42"
"Norway";"5829-8iwjc";"168839-s67f5";"Gyrodactylus salaris (Inf. with)";NaN;"10.12.2020";"Recurrence";"Validated";"22.8.2024";"FUR_1"
"Norway";"5828-z9ytc";"168838-2f9e6";"Gyrodactylus salaris (Inf. with)";NaN;"10.12.2020";"Recurrence";"Validated";"22.8.2024";"FUR_1"
"Luxembourg";"5793-i4v7u";"168770-ws1ud";"Bluetongue virus (Inf. with)";"3";"2.8.2024";"New strain in the country";"Validated";"19.8.2024";"FUR_1"
"Bulgaria";"5520-7mhgi";"168687-j9fm1";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"8.1.2024";"Recurrence of an eradicated disease";"Validated";"13.8.2024";"FUR_9"
"Germany";"5745-5fiml";"168681-ok0dr";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H7N5";"29.6.2024";"New strain in the country";"Validated";"13.8.2024";"FUR_1"
"Bulgaria";"5806-n8k6s";"168667-h5t3v";"Equine infectious anaemia";NaN;"6.8.2024";"First occurrence in a zone or a compartment";"Validated";"12.8.2024";"IN"
"Switzerland";"5164-kn3nj";"167970-3v0z1";"SARS-CoV-2 in animals (Inf. with)";NaN;"4.1.2020";"Emerging disease";"Validated";"9.8.2024";"FUR_16"
"Austria";"5303-86j0v";"168632-k8sup";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"20.10.2023";"Recurrence of an eradicated disease";"Validated";"8.8.2024";"FUR_23"
"Austria";"5583-qdp86";"168623-aw3rq";"Brucella suis (Inf. with)";NaN;"23.2.2024";"Recurrence of an eradicated disease";"Validated";"8.8.2024";"FUR_11"
"Portugal";"5796-yochf";"168569-6i24v";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"29.7.2024";"Recurrence of an eradicated disease";"Validated";"5.8.2024";"IN"
"Portugal";"5795-m7zd6";"168568-a98g7";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"25.7.2024";"Recurrence of an eradicated disease";"Validated";"5.8.2024";"IN"
"Portugal";"5794-vztup";"168556-qr78w";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"29.7.2024";"Recurrence of an eradicated disease";"Validated";"3.8.2024";"IN"
"Germany";"5737-90rci";"168516-24xwx";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"21.6.2024";"Recurrence of an eradicated disease";"Validated";"31.7.2024";"FUR_1"
"Portugal";"5789-go8l2";"168462-4mcwi";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"23.7.2024";"Recurrence of an eradicated disease";"Validated";"29.7.2024";"IN"
"Ukraine";"5711-eeyvo";"168371-rvwwi";"African swine fever virus (Inf. with)";NaN;"11.6.2024";"Recurrence of an eradicated disease";"Validated";"23.7.2024";"FUR_1"
"Russia";"5157-hr22h";"168316-3pm4t";"African swine fever virus (Inf. with)";NaN;"24.7.2023";"Recurrence of an eradicated disease";"Validated";"18.7.2024";"FUR_10"
"Russia";"5629-s1ghb";"168315-4is6d";"African swine fever virus (Inf. with)";NaN;"23.3.2024";"Recurrence of an eradicated disease";"Validated";"18.7.2024";"FUR_1"
"Russia";"5631-hla9r";"168314-k52jv";"African swine fever virus (Inf. with)";NaN;"22.3.2024";"Recurrence of an eradicated disease";"Validated";"18.7.2024";"FUR_1"
"Russia";"5554-wbp2s";"168313-265k5";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"1.2.2024";"Recurrence of an eradicated strain";"Validated";"18.7.2024";"FUR_1"
"Russia";"5063-gcoe8";"168312-k62rn";"African swine fever virus (Inf. with)";NaN;"10.5.2023";"Recurrence of an eradicated disease";"Validated";"18.7.2024";"FUR_12"
"Russia";"5224-gcuwt";"168311-i7d6z";"Newcastle disease virus (Inf. with)";NaN;"21.8.2023";"First occurrence in a zone or a compartment";"Validated";"18.7.2024";"FUR_1"
"Russia";"4703-wbl8c";"168310-sbzj2";"Newcastle disease virus (Inf. with)";NaN;"24.10.2022";"Recurrence of an eradicated disease";"Validated";"18.7.2024";"FUR_15"
"Russia";"5280-tvehv";"168308-w822u";"Lumpy skin disease virus (Inf. with)";NaN;"7.10.2023";"Recurrence of an eradicated disease";"Validated";"18.7.2024";"FUR_8"
"Russia";"5309-9suwt";"168307-xjbia";"African swine fever virus (Inf. with)";NaN;"18.10.2023";"Recurrence of an eradicated disease";"Validated";"18.7.2024";"FUR_4"
"Italy";"5345-683de";"168248-41jj1";"Viral haemorrhagic septicaemia virus (Inf. with)";NaN;"2.11.2023";"Recurrence";"Validated";"17.7.2024";"FUR_33"
"Italy";"5434-hdop4";"168249-mw3lb";"Infectious haematopoietic necrosis virus (Inf. with)";NaN;"11.12.2023";"Recurrence";"Validated";"17.7.2024";"FUR_27"
"Norway";"4398-soh9t";"168149-53r1m";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N5";"24.2.2022";"New strain in the country";"Validated";"9.7.2024";"FUR_42"
"Norway";"4266-b7fv5";"168148-3qmfd";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"4.1.2022";"Recurrence of an eradicated disease";"Validated";"9.7.2024";"FUR_61"
"Greece";"5300-zi4kg";"168058-vccp8";"Sheep pox and goat pox";NaN;"23.10.2023";"Recurrence of an eradicated disease";"Validated";"2.7.2024";"FUR_10"
"Sweden";"5681-c3xfo";"168050-o2i2q";"Newcastle disease virus (Inf. with)";NaN;"13.5.2024";"Recurrence of an eradicated disease";"Validated";"1.7.2024";"FUR_7"
"Norway";"5723-wwezx";"167993-u58d2";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5 (N untyped)";"15.6.2023";"Unusual host species";"Validated";"27.6.2024";"FUR_2"
"Norway";"5564-44k0e";"167992-55l1d";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"17.2.2024";"Recurrence of an eradicated disease";"Validated";"27.6.2024";"FUR_15"
"United Kingdom";"5728-9yrt7";"167960-0a2wd";"Infectious salmon anaemia virus (Inf. with) (HPR-deleted or HPR0 genotypes)";"HPR0";"5.6.2024";"Recurrence";"Validated";"26.6.2024";"IN"
"Romania";"5469-jf6r0";"167962-kaoch";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"3.1.2024";"Recurrence of an eradicated disease";"Validated";"26.6.2024";"FUR_14"
"Finland";"5700-m8fdw";"167948-5hj2f";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"24.1.2024";"Recurrence of an eradicated strain";"Validated";"25.6.2024";"FUR_3"
"Norway";"5569-t4hfi";"167934-nw7fp";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N5";"16.2.2024";"Unusual host species";"Validated";"24.6.2024";"FUR_16"
"Norway";"4795-umh13";"167914-9tu0m";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5 (N untyped)";"14.12.2022";"New strain in the country";"Validated";"24.6.2024";"FUR_34"
"Norway";"5538-h9fmj";"167932-ie0xm";"Pathogenic rabbit lagoviruses (Inf. with) (Rabbit haemorrhagic disease)";"RHDV2";"30.1.2024";"Recurrence of an eradicated disease";"Validated";"24.6.2024";"FUR_18"
"Belgium";"5571-xkumf";"167895-7ndtl";"Equine infectious anaemia";NaN;"12.2.2024";"Recurrence of an eradicated disease";"Validated";"19.6.2024";"FUR_3"
"Hungary";"5646-6jkwk";"167855-0eyx6";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"15.4.2024";"Recurrence of an eradicated disease";"Validated";"18.6.2024";"FUR_8"
"Hungary";"5645-uahvj";"167854-uwfoc";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"13.4.2024";"Recurrence of an eradicated disease";"Validated";"18.6.2024";"FUR_8"
"Ukraine";"5442-pqhvo";"167841-2dxna";"African swine fever virus (Inf. with)";NaN;"30.12.2023";"Recurrence of an eradicated disease";"Validated";"17.6.2024";"FUR_5"
"Switzerland";"5473-h56yw";"167787-f48xa";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"25.12.2023";"Recurrence of an eradicated disease";"Validated";"12.6.2024";"FUR_21"
"Greece";"4630-b4q44";"167657-itfft";"West Nile Fever";NaN;"17.8.2022";"Recurrence of an eradicated disease";"Validated";"5.6.2024";"FUR_5"
"Ukraine";"5641-rsnfj";"167572-m10ib";"African swine fever virus (Inf. with)";NaN;"8.4.2024";"Recurrence of an eradicated disease";"Validated";"31.5.2024";"FUR_1"
"Ukraine";"5618-gbg6h";"167571-wysz6";"African swine fever virus (Inf. with)";NaN;"23.3.2024";"Recurrence of an eradicated disease";"Validated";"31.5.2024";"FUR_3"
"Ukraine";"5630-rsxn6";"167569-snl06";"African swine fever virus (Inf. with)";NaN;"3.4.2024";"Recurrence of an eradicated disease";"Validated";"31.5.2024";"FUR_1"
"Ukraine";"5652-14p35";"167568-3e20m";"African swine fever virus (Inf. with)";NaN;"16.4.2024";"Recurrence of an eradicated disease";"Validated";"31.5.2024";"FUR_1"
"Germany";"5356-0vqwj";"167559-bcoen";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"24.11.2023";"Recurrence of an eradicated disease";"Validated";"31.5.2024";"FUR_11"
"Germany";"5471-yva00";"167549-fi5m3";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"27.12.2023";"Recurrence of an eradicated disease";"Validated";"30.5.2024";"FUR_5"
"Romania";"5427-276i0";"167466-9wx14";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"21.12.2023";"Recurrence of an eradicated disease";"Validated";"24.5.2024";"FUR_4"
"Germany";"5347-0rq0e";"167379-73e40";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"13.11.2023";"Recurrence of an eradicated disease";"Validated";"17.5.2024";"FUR_7"
"Germany";"5251-n2wmf";"167378-1i6uu";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"26.9.2023";"Recurrence of an eradicated disease";"Validated";"17.5.2024";"FUR_6"
"Germany";"5472-2qbzz";"167377-a8ont";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"14.12.2023";"Recurrence of an eradicated disease";"Validated";"17.5.2024";"FUR_6"
"Germany";"5332-xf6br";"167375-t3urz";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"29.10.2023";"Recurrence of an eradicated disease";"Validated";"17.5.2024";"FUR_6"
"Germany";"5351-tbsm5";"167349-q7tcj";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"20.11.2023";"Recurrence of an eradicated disease";"Validated";"15.5.2024";"FUR_10"
"Germany";"5615-ajm75";"167339-5j2xt";"Equine infectious anaemia";NaN;"8.3.2024";"Recurrence of an eradicated disease";"Validated";"14.5.2024";"FUR_1"
"Italy";"5507-wqh6j";"167288-jjfd6";"Bluetongue virus (Inf. with)";"8";"12.10.2023";"Recurrence of an eradicated strain";"Validated";"8.5.2024";"FUR_13"
"Ukraine";"5546-bu5e6";"167289-x0a2n";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"7.2.2024";"Recurrence of an eradicated disease";"Validated";"8.5.2024";"FUR_3"
"Italy";"4712-5o1np";"167286-r5l2s";"Epizootic hemorrhagic disease virus (Inf. with)";"8";"28.10.2022";"First occurrence in the country";"Validated";"8.5.2024";"FUR_71"
"Germany";"5405-y1ods";"167281-s5pik";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"8.12.2023";"Recurrence of an eradicated disease";"Validated";"8.5.2024";"FUR_1"
"Germany";"5348-0wu2v";"167279-uk8pk";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"8.11.2023";"Recurrence of an eradicated disease";"Validated";"8.5.2024";"FUR_7"
"Germany";"4012-a46ld";"167276-0iv24";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"14.10.2021";"Recurrence of an eradicated disease";"Validated";"8.5.2024";"FUR_60"
"Germany";"4023-f5587";"167275-benc5";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"13.10.2021";"Recurrence of an eradicated disease";"Validated";"8.5.2024";"FUR_53"
"Denmark";"5466-sao1l";"167245-bge1g";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"9.7.2023";"Recurrence of an eradicated strain";"Validated";"6.5.2024";"FUR_7"
"Moldova";"5621-90917";"167216-ox8an";"African swine fever virus (Inf. with)";NaN;"11.3.2024";"Recurrence of an eradicated disease";"Validated";"2.5.2024";"FUR_2"
"Czech Republic";"5530-je8qz";"167171-b5424";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"30.1.2024";"Recurrence of an eradicated disease";"Validated";"29.4.2024";"FUR_7"
"Ukraine";"5518-04ett";"167163-rsurv";"African swine fever virus (Inf. with)";NaN;"25.1.2024";"Recurrence of an eradicated disease";"Validated";"26.4.2024";"FUR_3"
"Czech Republic";"5443-l2uue";"167076-vb8ps";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"31.12.2023";"Recurrence of an eradicated disease";"Validated";"26.4.2024";"FUR_9"
"Moldova";"5412-mjg9l";"167156-la5hz";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"17.12.2023";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5413-54pdg";"167155-9wzzs";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"17.12.2023";"Recurrence of an eradicated disease";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5406-cjy1l";"167154-jpmzp";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"15.12.2023";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_3"
"Moldova";"5419-t9he8";"167153-vryp9";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"20.12.2023";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5420-gi0rm";"167152-vedji";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"20.12.2023";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5422-uwwgn";"167151-jpe7y";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"20.12.2023";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5425-obha3";"167149-wgzpv";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"20.12.2023";"Recurrence of an eradicated disease";"Validated";"26.4.2024";"FUR_3"
"Moldova";"5428-u746z";"167148-xfh56";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"21.12.2023";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5496-qk9fj";"167147-06h1z";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"10.1.2024";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5461-zvrdk";"167146-tt9ao";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"2.1.2024";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5460-7pzbm";"167145-f4w6h";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"2.1.2024";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5433-ok034";"167144-z0w36";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"23.12.2023";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_4"
"Moldova";"5459-q8bg0";"167143-e2prt";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"1.1.2024";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5439-3mudm";"167142-wyoe6";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"15.12.2023";"Recurrence of an eradicated disease";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5429-58nk9";"167141-xl8cu";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"22.12.2023";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5432-g344c";"167140-fzx5t";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"22.12.2023";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_3"
"Moldova";"5435-u686s";"167139-5cnwx";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"26.12.2023";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5421-xxw4c";"167138-cvf9z";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"21.12.2023";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_3"
"Moldova";"5431-dgmfu";"167137-jjyba";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"25.12.2023";"Recurrence of an eradicated disease";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5512-fpd0g";"167136-htn7p";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"30.12.2023";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_1"
"Moldova";"5502-qp0ft";"167135-9vdv4";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"3.12.2023";"Recurrence of an eradicated disease";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5514-3tv5g";"167134-yexlw";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"11.1.2024";"Recurrence of an eradicated disease";"Validated";"26.4.2024";"FUR_1"
"Moldova";"5417-iwk16";"167133-kho8m";"Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds) (2017-)";"H5N1";"18.12.2023";"First occurrence in a zone or a compartment";"Validated";"26.4.2024";"FUR_3"
"Moldova";"5527-x13dn";"167132-om2me";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"25.1.2024";"Recurrence of an eradicated disease";"Validated";"26.4.2024";"FUR_1"
"Moldova";"5500-u0xaz";"167131-3x2ip";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"5.12.2023";"Recurrence of an eradicated disease";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5501-v5m6p";"167130-ajuf4";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"15.1.2024";"Recurrence of an eradicated disease";"Validated";"26.4.2024";"FUR_2"
"Moldova";"5430-fuvlh";"167129-azuiy";"High pathogenicity avian influenza viruses (Inf. with) (poultry)";"H5N1";"21.12.2023";"Recurrence of an eradicated disease";"Validated";"26.4.2024";"FUR_4"
